Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) ",f'c at 28 day,NSC
212.0 ,141.3 ,0.0 ,203.5 ,0.0 ,973.4 ,750.0 ,28 ,33.00 ,32.76809547,1
102.0 ,153.0 ,0.0 ,192.0 ,0.0 ,887.0 ,942.0 ,28 ,17.28 ,17.15211415,1
173.0 ,116.0 ,0.0 ,192.0 ,0.0 ,946.8 ,856.8 ,28 ,24.28 ,24.10852316,1
183.9 ,122.6 ,0.0 ,203.5 ,0.0 ,959.2 ,800.0 ,28 ,24.05 ,23.87440665,1
133.0 ,200.0 ,0.0 ,192.0 ,0.0 ,927.4 ,839.2 ,90 ,36.59 ,32.72631159,1
192.0 ,288.0 ,0.0 ,192.0 ,0.0 ,929.8 ,716.1 ,90 ,50.73 ,45.3772539,0
133.0 ,200.0 ,0.0 ,192.0 ,0.0 ,927.4 ,839.2 ,7 ,13.66 ,19.42245027,1
305.3 ,203.5 ,0.0 ,203.5 ,0.0 ,965.4 ,631.0 ,3 ,14.14 ,30.88087162,1
236.0 ,157.0 ,0.0 ,192.0 ,0.0 ,972.6 ,749.1 ,90 ,47.78 ,42.73840326,0
108.3 ,162.4 ,0.0 ,203.5 ,0.0 ,938.2 ,849.0 ,3 ,2.33 ,5.091113767,1
157.0 ,236.0 ,0.0 ,192.0 ,0.0 ,935.4 ,781.2 ,7 ,16.89 ,24.00708154,1
288.0 ,192.0 ,0.0 ,192.0 ,0.0 ,932.0 ,717.8 ,7 ,23.52 ,33.43703494,1
212.0 ,141.3 ,0.0 ,203.5 ,0.0 ,973.4 ,750.0 ,3 ,6.81 ,14.86538984,1
212.0 ,141.3 ,0.0 ,203.5 ,0.0 ,973.4 ,750.0 ,90 ,39.70 ,35.50946956,1
153.0 ,102.0 ,0.0 ,192.0 ,0.0 ,888.0 ,943.1 ,28 ,17.96 ,17.83598077,1
236.0 ,157.0 ,0.0 ,192.0 ,0.0 ,972.6 ,749.1 ,28 ,32.88 ,32.64966812,1
116.0 ,173.0 ,0.0 ,192.0 ,0.0 ,909.8 ,891.9 ,28 ,22.35 ,22.18835712,1
183.9 ,122.6 ,0.0 ,203.5 ,0.0 ,959.2 ,800.0 ,7 ,10.79 ,15.3337197,1
108.3 ,162.4 ,0.0 ,203.5 ,0.0 ,938.2 ,849.0 ,7 ,7.72 ,10.978418,1
203.5 ,305.3 ,0.0 ,203.5 ,0.0 ,963.4 ,630.0 ,28 ,41.68 ,41.38659472,0
203.5 ,305.3 ,0.0 ,203.5 ,0.0 ,963.4 ,630.0 ,3 ,9.56 ,20.87627608,1
133.0 ,200.0 ,0.0 ,192.0 ,0.0 ,927.4 ,839.2 ,3 ,6.88 ,15.02947364,1
288.0 ,192.0 ,0.0 ,192.0 ,0.0 ,932.0 ,717.8 ,90 ,50.53 ,45.19347791,0
200.0 ,133.0 ,0.0 ,192.0 ,0.0 ,965.4 ,806.2 ,7 ,17.17 ,24.40007793,1
200.0 ,133.0 ,0.0 ,192.0 ,0.0 ,965.4 ,806.2 ,28 ,30.44 ,30.22224967,1
250.2 ,166.8 ,0.0 ,203.5 ,0.0 ,977.6 ,694.1 ,3 ,9.73 ,21.24659364,1
122.6 ,183.9 ,0.0 ,203.5 ,0.0 ,958.2 ,800.1 ,3 ,3.32 ,7.248288819,1
153.0 ,102.0 ,0.0 ,192.0 ,0.0 ,888.0 ,943.1 ,90 ,26.32 ,23.5442954,1
200.0 ,133.0 ,0.0 ,192.0 ,0.0 ,965.4 ,806.2 ,90 ,43.25 ,38.68546415,1
116.0 ,173.0 ,0.0 ,192.0 ,0.0 ,909.8 ,891.9 ,3 ,6.28 ,13.7122872,1
173.0 ,116.0 ,0.0 ,192.0 ,0.0 ,946.8 ,856.8 ,90 ,32.10 ,28.71407454,1
250.2 ,166.8 ,0.0 ,203.5 ,0.0 ,977.6 ,694.1 ,28 ,36.96 ,36.7001574,1
305.3 ,203.5 ,0.0 ,203.5 ,0.0 ,965.4 ,631.0 ,90 ,54.60 ,48.83569616,0
192.0 ,288.0 ,0.0 ,192.0 ,0.0 ,929.8 ,716.1 ,7 ,21.48 ,30.53317379,1
157.0 ,236.0 ,0.0 ,192.0 ,0.0 ,935.4 ,781.2 ,3 ,9.69 ,21.16680978,1
153.0 ,102.0 ,0.0 ,192.0 ,0.0 ,888.0 ,943.1 ,7 ,8.37 ,11.9035766,1
141.3 ,212.0 ,0.0 ,203.5 ,0.0 ,971.8 ,748.5 ,90 ,39.66 ,35.47555117,1
116.0 ,173.0 ,0.0 ,192.0 ,0.0 ,909.8 ,891.9 ,7 ,10.09 ,14.34191832,1
141.3 ,212.0 ,0.0 ,203.5 ,0.0 ,971.8 ,748.5 ,3 ,4.83 ,10.54050225,1
122.6 ,183.9 ,0.0 ,203.5 ,0.0 ,958.2 ,800.1 ,7 ,10.35 ,14.71825402,1
166.8 ,250.2 ,0.0 ,203.5 ,0.0 ,975.6 ,692.6 ,90 ,43.57 ,38.96667842,1
203.5 ,305.3 ,0.0 ,203.5 ,0.0 ,963.4 ,630.0 ,90 ,51.86 ,46.38925528,0
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1012.0 ,830.0 ,3 ,11.85 ,25.87706849,1
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1012.0 ,830.0 ,7 ,17.24 ,24.51082255,1
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1012.0 ,830.0 ,28 ,27.83 ,27.62848528,1
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1012.0 ,830.0 ,90 ,35.76 ,31.98812411,1
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1012.0 ,830.0 ,120 ,38.70 ,34.18525429,1
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1025.0 ,821.0 ,3 ,14.31 ,31.23613562,1
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1025.0 ,821.0 ,7 ,17.44 ,24.785234,1
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1025.0 ,821.0 ,28 ,31.74 ,31.51673593,1
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1025.0 ,821.0 ,90 ,37.91 ,33.9122218,1
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1025.0 ,821.0 ,120 ,39.38 ,34.78820106,1
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1056.0 ,809.0 ,3 ,15.87 ,34.65329359,1
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1056.0 ,809.0 ,7 ,9.01 ,12.80913438,1
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1056.0 ,809.0 ,28 ,33.61 ,33.3650241,1
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1056.0 ,809.0 ,90 ,40.66 ,36.36667975,1
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1056.0 ,809.0 ,120 ,40.86 ,36.09154052,1
238.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1119.0 ,789.0 ,7 ,12.05 ,17.13111468,1
238.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1119.0 ,789.0 ,28 ,17.54 ,17.4149818,1
296.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1090.0 ,769.0 ,7 ,18.91 ,26.8825215,1
296.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1090.0 ,769.0 ,28 ,25.18 ,24.99980878,1
297.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1040.0 ,734.0 ,7 ,30.96 ,44.00383577,0
480.0 ,0.0 ,0.0 ,192.0 ,0.0 ,936.0 ,721.0 ,28 ,43.89 ,43.57852757,0
480.0 ,0.0 ,0.0 ,192.0 ,0.0 ,936.0 ,721.0 ,90 ,54.28 ,48.54646481,0
397.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1040.0 ,734.0 ,28 ,36.94 ,36.67140625,1
281.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1104.0 ,774.0 ,7 ,14.50 ,20.61025983,1
281.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1104.0 ,774.0 ,28 ,22.44 ,22.27529512,1
500.0 ,0.0 ,0.0 ,200.0 ,0.0 ,1125.0 ,613.0 ,1 ,12.64 ,61.29476114,0
500.0 ,0.0 ,0.0 ,200.0 ,0.0 ,1125.0 ,613.0 ,3 ,26.06 ,56.90245428,0
500.0 ,0.0 ,0.0 ,200.0 ,0.0 ,1125.0 ,613.0 ,7 ,33.21 ,47.20856946,0
500.0 ,0.0 ,0.0 ,200.0 ,0.0 ,1125.0 ,613.0 ,14 ,36.94 ,41.94786758,0
500.0 ,0.0 ,0.0 ,200.0 ,0.0 ,1125.0 ,613.0 ,28 ,44.09 ,43.77704741,0
540.0 ,0.0 ,0.0 ,173.0 ,0.0 ,1125.0 ,613.0 ,7 ,52.61 ,74.78691999,0
540.0 ,0.0 ,0.0 ,173.0 ,0.0 ,1125.0 ,613.0 ,14 ,59.76 ,67.87457835,0
540.0 ,0.0 ,0.0 ,173.0 ,0.0 ,1125.0 ,613.0 ,28 ,67.31 ,66.82588535,0
540.0 ,0.0 ,0.0 ,173.0 ,0.0 ,1125.0 ,613.0 ,90 ,69.66 ,62.30499669,0
540.0 ,0.0 ,0.0 ,173.0 ,0.0 ,1125.0 ,613.0 ,180 ,71.62 ,62.47096889,0
540.0 ,0.0 ,0.0 ,173.0 ,0.0 ,1125.0 ,613.0 ,270 ,74.17 ,64.1406627,0
350.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,775.0 ,7 ,18.13 ,25.76527489,1
350.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,775.0 ,14 ,22.53 ,25.59000024,1
350.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,775.0 ,28 ,27.34 ,27.14245395,1
350.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,775.0 ,56 ,29.98 ,27.62296947,1
350.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,775.0 ,90 ,31.35 ,28.04125705,1
350.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,775.0 ,180 ,32.72 ,28.54131867,1
385.0 ,0.0 ,0.0 ,186.0 ,0.0 ,966.0 ,763.0 ,1 ,6.27 ,30.39658367,1
385.0 ,0.0 ,0.0 ,186.0 ,0.0 ,966.0 ,763.0 ,3 ,14.70 ,32.0941885,1
385.0 ,0.0 ,0.0 ,186.0 ,0.0 ,966.0 ,763.0 ,7 ,23.22 ,33.00777703,1
385.0 ,0.0 ,0.0 ,186.0 ,0.0 ,966.0 ,763.0 ,14 ,27.92 ,31.71343359,1
385.0 ,0.0 ,0.0 ,186.0 ,0.0 ,966.0 ,763.0 ,28 ,31.35 ,31.12654176,1
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,978.0 ,825.0 ,180 ,39.00 ,34.0138429,1
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,978.0 ,825.0 ,360 ,41.24 ,35.51605789,1
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1047.0 ,806.0 ,3 ,14.99 ,32.72643799,1
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,978.0 ,825.0 ,3 ,13.52 ,29.52002985,1
382.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1047.0 ,739.0 ,7 ,24.00 ,34.11522323,1
382.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1047.0 ,739.0 ,28 ,37.42 ,37.15743759,1
382.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1111.0 ,784.0 ,7 ,11.47 ,16.29807993,1
281.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1104.0 ,774.0 ,28 ,22.44 ,22.27529512,1
339.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1069.0 ,754.0 ,7 ,21.16 ,30.07745478,1
339.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1069.0 ,754.0 ,28 ,31.84 ,31.6125731,1
295.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1069.0 ,769.0 ,7 ,14.80 ,21.03167741,1
295.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1069.0 ,769.0 ,28 ,25.18 ,24.99980878,1
238.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1118.0 ,789.0 ,28 ,17.54 ,17.4149818,1
296.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1085.0 ,765.0 ,7 ,14.20 ,20.18884225,1
296.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1085.0 ,765.0 ,28 ,21.65 ,21.49490678,1
296.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1085.0 ,765.0 ,90 ,29.39 ,26.28983479,1
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,879.0 ,825.0 ,3 ,13.52 ,29.52002985,1
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,978.0 ,825.0 ,7 ,16.26 ,23.11916449,1
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,978.0 ,825.0 ,28 ,31.45 ,31.22237893,1
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,978.0 ,825.0 ,90 ,37.23 ,33.3016908,1
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1047.0 ,806.0 ,7 ,18.13 ,25.76527489,1
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1047.0 ,806.0 ,28 ,32.72 ,32.4887986,1
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1047.0 ,806.0 ,90 ,39.49 ,35.31829319,1
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1047.0 ,806.0 ,180 ,41.05 ,35.80594424,1
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1047.0 ,806.0 ,360 ,42.13 ,36.27601366,1
302.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,817.0 ,14 ,18.13 ,20.58632516,1
302.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,817.0 ,180 ,26.74 ,23.32738625,1
525.0 ,0.0 ,0.0 ,189.0 ,0.0 ,1125.0 ,613.0 ,180 ,61.92 ,54.00960451,0
500.0 ,0.0 ,0.0 ,200.0 ,0.0 ,1125.0 ,613.0 ,90 ,47.22 ,42.2376445,0
500.0 ,0.0 ,0.0 ,200.0 ,0.0 ,1125.0 ,613.0 ,180 ,51.04 ,44.51988667,0
500.0 ,0.0 ,0.0 ,200.0 ,0.0 ,1125.0 ,613.0 ,270 ,55.16 ,47.70152474,0
540.0 ,0.0 ,0.0 ,173.0 ,0.0 ,1125.0 ,613.0 ,3 ,41.64 ,90.90844481,0
252.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1111.0 ,784.0 ,7 ,13.71 ,19.49301322,1
252.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1111.0 ,784.0 ,28 ,19.69 ,19.55078146,1
339.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1060.0 ,754.0 ,28 ,31.65 ,31.42089877,1
393.0 ,0.0 ,0.0 ,192.0 ,0.0 ,940.0 ,758.0 ,3 ,19.11 ,41.71341291,0
393.0 ,0.0 ,0.0 ,192.0 ,0.0 ,940.0 ,758.0 ,28 ,39.58 ,39.30008275,1
393.0 ,0.0 ,0.0 ,192.0 ,0.0 ,940.0 ,758.0 ,90 ,48.79 ,43.64371589,0
382.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1047.0 ,739.0 ,7 ,24.00 ,34.11522323,1
382.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1047.0 ,739.0 ,28 ,37.42 ,37.15743759,1
252.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1111.0 ,784.0 ,7 ,11.47 ,16.29807993,1
252.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1111.0 ,784.0 ,28 ,19.69 ,19.55078146,1
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,970.0 ,850.0 ,7 ,14.99 ,21.30608886,1
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,970.0 ,850.0 ,28 ,27.92 ,27.72432244,1
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,970.0 ,850.0 ,90 ,34.68 ,31.01990828,1
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,970.0 ,850.0 ,180 ,37.33 ,32.55851228,1
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,970.0 ,850.0 ,360 ,38.11 ,32.82058977,1
525.0 ,0.0 ,0.0 ,189.0 ,0.0 ,1125.0 ,613.0 ,3 ,33.80 ,73.79254785,0
525.0 ,0.0 ,0.0 ,189.0 ,0.0 ,1125.0 ,613.0 ,7 ,42.42 ,60.3019157,0
525.0 ,0.0 ,0.0 ,189.0 ,0.0 ,1125.0 ,613.0 ,14 ,48.40 ,54.96995155,0
525.0 ,0.0 ,0.0 ,189.0 ,0.0 ,1125.0 ,613.0 ,28 ,55.94 ,55.54448205,0
525.0 ,0.0 ,0.0 ,189.0 ,0.0 ,1125.0 ,613.0 ,90 ,58.78 ,52.57966959,0
525.0 ,0.0 ,0.0 ,189.0 ,0.0 ,1125.0 ,613.0 ,270 ,67.11 ,58.04083023,0
322.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,800.0 ,14 ,20.77 ,23.59322849,1
322.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,800.0 ,28 ,25.18 ,24.99980878,1
322.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,800.0 ,180 ,29.59 ,25.80505656,1
302.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,817.0 ,28 ,21.75 ,21.59758946,1
397.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1040.0 ,734.0 ,28 ,39.09 ,38.81405142,1
480.0 ,0.0 ,0.0 ,192.0 ,0.0 ,936.0 ,721.0 ,3 ,24.39 ,53.25949292,0
522.0 ,0.0 ,0.0 ,146.0 ,0.0 ,896.0 ,896.0 ,7 ,50.51 ,71.79779529,0
522.0 ,0.0 ,0.0 ,146.0 ,0.0 ,896.0 ,896.0 ,28 ,74.99 ,74.4517854,0
273.0 ,105.0 ,82.0 ,210.0 ,9.0 ,904.0 ,680.0 ,28 ,37.17 ,36.90415365,1
162.0 ,190.0 ,148.0 ,179.0 ,19.0 ,838.0 ,741.0 ,28 ,33.76 ,33.51562535,1
154.0 ,144.0 ,112.0 ,220.0 ,10.0 ,923.0 ,658.0 ,28 ,16.50 ,16.38130953,1
147.0 ,115.0 ,89.0 ,202.0 ,9.0 ,860.0 ,829.0 ,28 ,19.99 ,19.84513846,1
152.0 ,178.0 ,139.0 ,168.0 ,18.0 ,944.0 ,695.0 ,28 ,36.35 ,36.08953776,1
310.0 ,143.0 ,111.0 ,168.0 ,22.0 ,914.0 ,651.0 ,28 ,33.69 ,33.44717024,1
144.0 ,0.0 ,175.0 ,158.0 ,18.0 ,943.0 ,844.0 ,28 ,15.42 ,15.30656419,1
304.0 ,140.0 ,0.0 ,214.0 ,6.0 ,895.0 ,722.0 ,28 ,33.42 ,33.18019528,1
374.0 ,0.0 ,0.0 ,190.0 ,7.0 ,1013.0 ,730.0 ,28 ,39.05 ,38.77297835,1
159.0 ,149.0 ,116.0 ,175.0 ,15.0 ,953.0 ,720.0 ,28 ,27.68 ,27.47788402,1
153.0 ,239.0 ,0.0 ,200.0 ,6.0 ,1002.0 ,684.0 ,28 ,26.86 ,26.66326813,1
310.0 ,143.0 ,0.0 ,168.0 ,10.0 ,914.0 ,804.0 ,28 ,45.30 ,44.97501196,0
305.0 ,0.0 ,100.0 ,196.0 ,10.0 ,959.0 ,705.0 ,28 ,30.12 ,29.90804068,1
151.0 ,0.0 ,184.0 ,167.0 ,12.0 ,991.0 ,772.0 ,28 ,15.57 ,15.45716545,1
142.0 ,167.0 ,130.0 ,174.0 ,11.0 ,883.0 ,785.0 ,28 ,44.61 ,44.29046079,0
298.0 ,137.0 ,107.0 ,201.0 ,6.0 ,878.0 ,655.0 ,28 ,53.52 ,53.14170744,0
321.0 ,164.0 ,0.0 ,190.0 ,5.0 ,870.0 ,774.0 ,28 ,57.21 ,56.80405621,0
366.0 ,187.0 ,0.0 ,191.0 ,7.0 ,824.0 ,757.0 ,28 ,65.91 ,65.43624648,0
280.0 ,129.0 ,100.0 ,172.0 ,9.0 ,825.0 ,805.0 ,28 ,52.82 ,52.44346524,0
252.0 ,97.0 ,76.0 ,194.0 ,8.0 ,835.0 ,821.0 ,28 ,33.40 ,33.15965874,1
165.0 ,0.0 ,150.0 ,182.0 ,12.0 ,1023.0 ,729.0 ,28 ,18.03 ,17.90101313,1
156.0 ,243.0 ,0.0 ,180.0 ,11.0 ,1022.0 ,698.0 ,28 ,37.36 ,37.09582798,1
160.0 ,188.0 ,146.0 ,203.0 ,11.0 ,829.0 ,710.0 ,28 ,32.84 ,32.6051723,1
298.0 ,0.0 ,107.0 ,186.0 ,6.0 ,879.0 ,815.0 ,28 ,42.64 ,42.33264444,0
318.0 ,0.0 ,126.0 ,210.0 ,6.0 ,861.0 ,737.0 ,28 ,40.06 ,39.77242306,1
287.0 ,121.0 ,94.0 ,188.0 ,9.0 ,904.0 ,696.0 ,28 ,41.94 ,41.64124776,0
326.0 ,166.0 ,0.0 ,174.0 ,9.0 ,882.0 ,790.0 ,28 ,61.23 ,60.79498953,0
356.0 ,0.0 ,142.0 ,193.0 ,11.0 ,801.0 ,778.0 ,28 ,40.87 ,40.57334793,0
132.0 ,207.0 ,161.0 ,179.0 ,5.0 ,867.0 ,736.0 ,28 ,33.30 ,33.06382158,1
322.0 ,149.0 ,0.0 ,186.0 ,8.0 ,951.0 ,709.0 ,28 ,52.42 ,52.04642556,0
164.0 ,0.0 ,200.0 ,181.0 ,13.0 ,849.0 ,846.0 ,28 ,15.09 ,14.97797963,1
314.0 ,0.0 ,113.0 ,170.0 ,10.0 ,925.0 ,783.0 ,28 ,38.46 ,38.18426434,1
321.0 ,0.0 ,128.0 ,182.0 ,11.0 ,870.0 ,780.0 ,28 ,37.26 ,36.9931453,1
140.0 ,164.0 ,128.0 ,237.0 ,6.0 ,869.0 ,656.0 ,28 ,35.23 ,34.97371935,1
288.0 ,121.0 ,0.0 ,177.0 ,7.0 ,908.0 ,829.0 ,28 ,42.13 ,41.83292209,0
298.0 ,0.0 ,107.0 ,210.0 ,11.0 ,880.0 ,744.0 ,28 ,31.87 ,31.64680066,1
265.0 ,111.0 ,86.0 ,195.0 ,6.0 ,833.0 ,790.0 ,28 ,41.54 ,41.24420808,0
160.0 ,250.0 ,0.0 ,168.0 ,12.0 ,1049.0 ,688.0 ,28 ,39.45 ,39.17001803,1
166.0 ,260.0 ,0.0 ,183.0 ,13.0 ,859.0 ,827.0 ,28 ,37.91 ,37.64346892,1
276.0 ,116.0 ,90.0 ,180.0 ,9.0 ,870.0 ,768.0 ,28 ,44.28 ,43.96187623,0
322.0 ,0.0 ,116.0 ,196.0 ,10.0 ,818.0 ,813.0 ,28 ,31.18 ,30.95540397,1
149.0 ,139.0 ,109.0 ,193.0 ,6.0 ,892.0 ,780.0 ,28 ,23.69 ,23.52117825,1
159.0 ,187.0 ,0.0 ,176.0 ,11.0 ,990.0 ,789.0 ,28 ,32.76 ,32.52987167,1
261.0 ,100.0 ,78.0 ,201.0 ,9.0 ,864.0 ,761.0 ,28 ,32.40 ,32.16705955,1
237.0 ,92.0 ,71.0 ,247.0 ,6.0 ,853.0 ,695.0 ,28 ,28.63 ,28.42256464,1
313.0 ,0.0 ,113.0 ,178.0 ,8.0 ,1002.0 ,689.0 ,28 ,36.80 ,36.54134153,1
155.0 ,183.0 ,0.0 ,193.0 ,9.0 ,1047.0 ,697.0 ,28 ,18.28 ,18.15429707,1
146.0 ,230.0 ,0.0 ,202.0 ,3.0 ,827.0 ,872.0 ,28 ,33.06 ,32.82422867,1
296.0 ,0.0 ,107.0 ,221.0 ,11.0 ,819.0 ,778.0 ,28 ,31.42 ,31.19499688,1
133.0 ,210.0 ,0.0 ,196.0 ,3.0 ,949.0 ,795.0 ,28 ,31.03 ,30.80480271,1
313.0 ,145.0 ,0.0 ,178.0 ,8.0 ,867.0 ,824.0 ,28 ,44.39 ,44.07140442,0
152.0 ,0.0 ,112.0 ,184.0 ,8.0 ,992.0 ,816.0 ,28 ,12.18 ,12.08917369,1
153.0 ,145.0 ,113.0 ,178.0 ,8.0 ,1002.0 ,689.0 ,28 ,25.56 ,25.37631192,1
140.0 ,133.0 ,103.0 ,200.0 ,7.0 ,916.0 ,753.0 ,28 ,36.44 ,36.17852941,1
149.0 ,236.0 ,0.0 ,176.0 ,13.0 ,847.0 ,893.0 ,28 ,32.96 ,32.72154599,1
300.0 ,0.0 ,120.0 ,212.0 ,10.0 ,878.0 ,728.0 ,28 ,23.84 ,23.664934,1
153.0 ,145.0 ,113.0 ,178.0 ,8.0 ,867.0 ,824.0 ,28 ,26.23 ,26.04032656,1
148.0 ,0.0 ,137.0 ,158.0 ,16.0 ,1002.0 ,830.0 ,28 ,17.95 ,17.8257125,1
326.0 ,0.0 ,138.0 ,199.0 ,11.0 ,801.0 ,792.0 ,28 ,40.68 ,40.38851911,0
153.0 ,145.0 ,0.0 ,178.0 ,8.0 ,1000.0 ,822.0 ,28 ,19.01 ,18.8730758,1
262.0 ,111.0 ,86.0 ,195.0 ,5.0 ,895.0 ,733.0 ,28 ,33.72 ,33.47455228,1
158.0 ,0.0 ,195.0 ,220.0 ,11.0 ,898.0 ,713.0 ,28 ,8.54 ,8.474743502,1
151.0 ,0.0 ,185.0 ,167.0 ,16.0 ,1074.0 ,678.0 ,28 ,13.46 ,13.36243887,1
273.0 ,0.0 ,90.0 ,199.0 ,11.0 ,931.0 ,762.0 ,28 ,32.24 ,32.00961278,1
149.0 ,118.0 ,92.0 ,183.0 ,7.0 ,953.0 ,780.0 ,28 ,23.52 ,23.35004046,1
143.0 ,169.0 ,143.0 ,191.0 ,8.0 ,967.0 ,643.0 ,28 ,29.72 ,29.511001,1
260.0 ,101.0 ,78.0 ,171.0 ,10.0 ,936.0 ,763.0 ,28 ,49.77 ,49.41774907,0
313.0 ,161.0 ,0.0 ,178.0 ,10.0 ,917.0 ,759.0 ,28 ,52.44 ,52.0669621,0
284.0 ,120.0 ,0.0 ,168.0 ,7.0 ,970.0 ,794.0 ,28 ,40.93 ,40.64180305,0
336.0 ,0.0 ,0.0 ,182.0 ,3.0 ,986.0 ,817.0 ,28 ,44.86 ,44.54374472,0
145.0 ,0.0 ,134.0 ,181.0 ,11.0 ,979.0 ,812.0 ,28 ,13.20 ,13.10230942,1
150.0 ,237.0 ,0.0 ,174.0 ,12.0 ,1069.0 ,675.0 ,28 ,37.43 ,37.1642831,1
144.0 ,170.0 ,133.0 ,192.0 ,8.0 ,814.0 ,805.0 ,28 ,29.87 ,29.65475675,1
331.0 ,170.0 ,0.0 ,195.0 ,8.0 ,811.0 ,802.0 ,28 ,56.61 ,56.20849669,0
155.0 ,0.0 ,143.0 ,193.0 ,9.0 ,1047.0 ,697.0 ,28 ,12.46 ,12.36983967,1
155.0 ,183.0 ,0.0 ,193.0 ,9.0 ,877.0 ,868.0 ,28 ,23.79 ,23.61701541,1
135.0 ,0.0 ,166.0 ,180.0 ,10.0 ,961.0 ,805.0 ,28 ,13.29 ,13.19814659,1
266.0 ,112.0 ,87.0 ,178.0 ,10.0 ,910.0 ,745.0 ,28 ,39.42 ,39.13579047,1
